COPY autorzy_pytan FROM STDIN DELIMITER ';' NULL 'null';
5;1
10;2
27;3
27;4
15;5
9;6
17;7
22;8
5;9
2;10
9;11
207;12
26;13
23;14
25;15
24;16
24;17
23;18
10;19
209;20
205;21
12;22
1;23
26;24
28;25
14;26
209;27
12;28
9;29
201;30
24;31
3;32
207;33
22;34
1;35
22;36
208;37
5;38
5;39
25;40
19;41
18;42
204;43
17;44
201;45
21;46
25;47
20;48
18;49
200;50
14;51
204;52
9;53
10;54
9;55
21;56
24;57
7;58
206;59
0;60
3;61
21;62
11;63
202;64
15;65
19;66
207;67
6;68
13;69
8;70
203;71
1;72
22;73
29;74
7;75
209;76
202;77
5;78
13;79
205;80
0;81
1;82
8;83
208;84
23;85
22;86
10;87
206;88
17;89
204;90
208;91
17;92
200;93
3;94
204;95
11;96
20;97
203;98
2;99
0;100
207;101
6;102
6;103
27;104
18;105
16;106
0;107
26;108
4;109
12;110
203;111
204;112
204;113
1;114
20;115
203;116
0;117
3;118
4;119
202;120
19;121
200;122
28;123
2;124
11;125
13;126
24;127
14;128
26;129
208;130
204;131
4;132
9;133
28;134
5;135
1;136
208;137
21;138
4;139
7;140
207;141
207;142
2;143
24;144
0;145
15;146
18;147
10;148
17;149
20;150
27;151
23;152
200;153
9;154
26;155
200;156
3;157
16;158
206;159
25;160
8;161
13;162
4;163
27;164
15;165
18;166
208;167
19;168
23;169
20;170
202;171
200;172
15;173
20;174
22;175
7;176
14;177
0;178
208;179
200;180
201;181
201;182
206;183
208;184
11;185
16;186
25;187
2;188
2;189
18;190
0;191
18;192
7;193
200;194
18;195
20;196
5;197
10;198
208;199
206;200
15;201
10;202
25;203
18;204
206;205
23;206
29;207
209;208
207;209
22;210
23;211
202;212
20;213
27;214
22;215
0;216
0;217
18;218
17;219
209;220
26;221
207;222
203;223
21;224
27;225
18;226
6;227
27;228
4;229
29;230
209;231
11;232
8;233
201;234
9;235
3;236
23;237
11;238
28;239
12;240
15;241
13;242
203;243
209;244
14;245
204;246
1;247
18;248
201;249
29;250
201;251
13;252
200;253
1;254
14;255
20;256
7;257
200;258
208;259
3;260
4;261
7;262
2;263
26;264
201;265
4;266
18;267
5;268
16;269
12;270
13;271
5;272
0;273
205;274
23;275
21;276
29;277
28;278
207;279
19;280
25;281
19;282
5;283
200;284
4;285
202;286
16;287
11;288
24;289
22;290
29;291
12;292
22;293
23;294
204;295
18;296
10;297
15;298
204;299
16;300
15;301
18;302
24;303
23;304
23;305
25;306
21;307
22;308
3;309
201;310
6;311
202;312
203;313
3;314
20;315
20;316
203;317
9;318
202;319
205;320
7;321
4;322
29;323
202;324
10;325
19;326
4;327
207;328
23;329
25;330
6;331
6;332
206;333
207;334
7;335
5;336
24;337
204;338
22;339
18;340
18;341
16;342
27;343
13;344
202;345
16;346
13;347
16;348
18;349
14;350
4;351
7;352
200;353
11;354
11;355
27;356
200;357
8;358
28;359
207;360
204;361
0;362
205;363
22;364
26;365
27;366
17;367
4;368
13;369
9;370
27;371
29;372
27;373
4;374
1;375
9;376
202;377
9;378
4;379
28;380
3;381
2;382
3;383
24;384
29;385
10;386
13;387
25;388
16;389
